"particle_id","centroid_y","centroid_x","tile_row","tile_col","local_y","local_x","area_px","max_intensity","mean_intensity","integrated_intensity","bbox_width","bbox_height","equivalent_diameter","aspect_ratio","x_um","y_um","feret_max_um","feret_min_um","area_um2"
485,2238.45,776.58,3,1,438.45,176.58,31,110.05,73.89,2290.73,6,6,6.28,1,4206.475,875.0625,32.5,32.5,909.548611111111
486,2241.06,982.04,3,1,441.06,382.04,140,183.73,120.07,16809.91,18,14,13.35,1.29,5319.38333333333,860.924999999999,97.5,75.8333333333333,4107.63888888889
487,2240.89,1562.69,3,2,440.89,362.69,55,178.64,127.64,7020.46,11,7,8.37,1.57,8464.57083333333,861.845833333333,59.5833333333333,37.9166666666667,1613.71527777778
488,2303.99,1376.84,3,2,503.99,176.84,4781,222.49,146.92,702433.23,70,131,78.02,1.87,7457.88333333333,520.054166666667,709.583333333333,379.166666666667,140275.868055556
489,2253,759.24,3,1,453,159.24,21,166.91,107.51,2257.81,6,5,5.17,1.2,4112.55,796.25,32.5,27.0833333333333,616.145833333333
490,2256.26,1595.52,3,2,456.26,395.52,23,126.54,86.65,1992.93,6,6,5.41,1,8642.4,778.591666666665,32.5,32.5,674.826388888889
491,2279.2,572.15,3,0,479.2,572.15,1321,217.17,149.41,197366.68,45,42,41.01,1.07,3099.14583333333,654.333333333334,243.75,227.5,38758.5069444445
492,2281.3,1116.25,3,1,481.3,516.25,20,125.12,95.77,1915.31,4,6,5.05,1.5,6046.35416666667,642.958333333332,32.5,21.6666666666667,586.805555555556
493,2288.33,1604.5,3,2,488.33,404.5,24,89.36,63.5,1524.11,6,6,5.53,1,8691.04166666667,604.879166666666,32.5,32.5,704.166666666667
494,2291.94,906.81,3,1,491.94,306.81,32,109.06,73.99,2367.57,7,7,6.38,1,4911.8875,585.324999999999,37.9166666666667,37.9166666666667,938.888888888889
495,2297.71,1467.14,3,2,497.71,267.14,28,127.45,68.17,1908.85,6,7,5.97,1.17,7947.00833333333,554.070833333333,37.9166666666667,32.5,821.527777777778
496,2298.29,1646.45,3,2,498.29,446.45,31,97.35,71.12,2204.73,6,6,6.28,1,8918.27083333333,550.929166666667,32.5,32.5,909.548611111111
497,2301.4,1242.6,3,2,501.4,42.6,35,178.22,118.75,4156.25,6,8,6.68,1.33,6730.75,534.083333333332,43.3333333333333,32.5,1026.90972222222
498,2303.85,902.87,3,1,503.85,302.87,52,146.45,95.63,4972.99,8,9,8.14,1.12,4890.54583333333,520.8125,48.75,43.3333333333333,1525.69444444444
499,2331,1268.2,3,2,531,68.2,30,162.92,109,3269.87,6,7,6.18,1.17,6869.41666666667,373.75,37.9166666666667,32.5,880.208333333333
500,2335.95,931.19,3,1,535.95,331.19,37,156.81,91.65,3390.91,7,7,6.86,1,5043.94583333333,346.9375,37.9166666666667,37.9166666666667,1085.59027777778
501,2370.41,1115.18,3,1,570.41,515.18,22,104.39,71.97,1583.26,6,5,5.29,1.2,6040.55833333333,160.279166666667,32.5,27.0833333333333,645.486111111111
502,2377.06,1394.01,3,2,577.06,194.01,217,152.35,84.43,18321.84,21,17,16.62,1.24,7550.8875,124.258333333333,113.75,92.0833333333333,6366.84027777778
503,2377.43,1025.11,3,1,577.43,425.11,47,200.81,119.1,5597.47,8,8,7.74,1,5552.67916666667,122.254166666668,43.3333333333333,43.3333333333333,1378.99305555556
