"particle_id","x_um","y_um","area_um2","major_um","minor_um","feret_min_um","feret_max_um","material","quality","source_file"
"LDIR_IMG_3150",3525.75109649123,9923.76096491228,2229.86111111111,119.166666666667,75.8333333333333,75.8333333333333,119.166666666667,NA,NA,"LDIR_image"
"LDIR_IMG_3161",9743.06547619048,9893.42261904762,5339.93055555556,184.166666666667,135.416666666667,135.416666666667,184.166666666667,NA,NA,"LDIR_image"
"LDIR_IMG_3179",9455.16782407407,9939.50810185185,2112.5,113.75,86.6666666666667,86.6666666666667,113.75,NA,NA,"LDIR_image"
"LDIR_IMG_3182",2358.61979166667,9947.45442708333,1877.77777777778,119.166666666667,48.75,48.75,119.166666666667,NA,NA,"LDIR_image"
"LDIR_IMG_3201",5613.33876811594,9895.37862318841,3374.13194444444,124.583333333333,70.4166666666667,70.4166666666667,124.583333333333,NA,NA,"LDIR_image"
"LDIR_IMG_3209",5465.08979885057,9896.95043103448,3403.47222222222,119.166666666667,92.0833333333333,92.0833333333333,119.166666666667,NA,NA,"LDIR_image"
"LDIR_IMG_3239",9559.76293103448,9888.73204022988,3403.47222222222,124.583333333333,65,65,124.583333333333,NA,NA,"LDIR_image"
"LDIR_IMG_3253",7123.25520833333,9826.415625,11736.1111111111,200.416666666667,178.75,178.75,200.416666666667,NA,NA,"LDIR_image"
"LDIR_IMG_3264",2875.79861111111,9854,3520.83333333333,135.416666666667,102.916666666667,102.916666666667,135.416666666667,NA,NA,"LDIR_image"
"LDIR_IMG_3269",8790.74296042618,9857.40582191781,6425.52083333333,146.25,97.5,97.5,146.25,NA,NA,"LDIR_image"
